"protein_ID";"gene_ID";"gene_ID_gff3";"protein_ID_gff3";"Protein";"Chr";"Strand";"Start";"End";"Size (nt)";"Final Description"
"8307";1986867;"g8286";"gene_8307";1986867;"g8286";"VIII";"-";"1.361.469";"1.363.057";"1.589";"Nrm1-like protein"
"8308";1986868;"g8287";"gene_8308";1986868;"g8287";"VIII";"+";"1.372.733";"1.375.123";"2.391";"Zinc metalloproteinase"
"8309";1986869;"g8288";"gene_8309";1986869;"g8288";"VIII";"+";"1.376.392";"1.377.180";"789";"Phosphatidylserine synthase"
"8310";1986870;"g8289";"gene_8310";1986870;"g8289";"VIII";"+";"1.378.387";"1.380.729";"2.343";"F-box domain containing protein"
"8311";1986871;"g8290";"gene_8311";1986871;"g8290";"VIII";"-";"1.380.974";"1.382.457";"1.484";"Ubiquitin carboxyl-terminal hydrolase"
"8312";1986872;"g8291";"gene_8312";1986872;"g8291";"VIII";"+";"1.383.337";"1.387.527";"4.191";"Nuclear envelope pore membrane protein"
"8313";1986873;"g8292";"gene_8313";1986873;"g8292";"VIII";"-";"1.387.742";"1.388.593";"852";"Glyoxalase family protein"
"8314";1986874;"g8293";"gene_8314";1986874;"g8293";"VIII";"-";"1.388.896";"1.390.524";"1.629";"Dimethyl-sulfide monooxygenase"
"8315";1986875;"g8294";"gene_8315";1986875;"g8294";"VIII";"-";"1.391.414";"1.396.313";"4.900";"Ubiquitin C-terminal hydrolase"
"8316";1986876;"g8295";"gene_8316";1986876;"g8295";"VIII";"+";"1.398.180";"1.398.913";"734";"NADH-ubiquinone oxidoreductase subunit"
"8317";1986877;"g8296";"gene_8317";1986877;"g8296";"VIII";"-";"1.399.541";"1.402.463";"2.923";"DNA mismatch repair protein msh-2"
"8318";1986878;"g8297";"gene_8318";1986878;"g8297";"VIII";"+";"1.403.233";"1.404.585";"1.353";"Methylguanosine tRNA methyltransferase"
"8319";1986879;"g8298";"gene_8319";1986879;"g8298";"VIII";"-";"1.404.869";"1.406.644";"1.776";"DNA primase small subunit"
"8320";1986880;"g8299";"gene_8320";1986880;"g8299";"VIII";"-";"1.407.167";"1.408.585";"1.419";"Putative uncharacterized protein"
"8321";1986881;"g8300";"gene_8321";1986881;"g8300";"VIII";"-";"1.413.185";"1.414.127";"943";"Putative uncharacterized protein"
"8322";1986882;"g8301";"gene_8322";1986882;"g8301";"VIII";"+";"1.414.584";"1.416.257";"1.674";"DNA replication regulator SLD2"
"8323";1986883;"g8302";"gene_8323";1986883;"g8302";"VIII";"+";"1.417.956";"1.418.818";"863";"Putative uncharacterized protein"
"8324";1986884;"g8303";"gene_8324";1986884;"g8303";"VIII";"-";"1.419.963";"1.423.091";"3.129";"Class 1 alpha-mannosidase 1a"
"8325";1986885;"g8304";"gene_8325";1986885;"g8304";"VIII";"-";"1.426.454";"1.432.304";"5.851";"MAP kinase kinase kinase mkh1"
"8326";1986886;"g8305";"gene_8326";1986886;"g8305";"VIII";"-";"1.434.711";"1.437.353";"2.643";"Uncharacterized glycosyl hydrolase YIR007W"
"8327";1986887;"g8306";"gene_8327";1986887;"g8306";"VIII";"+";"1.438.740";"1.440.248";"1.509";"RING finger domain protein"
"8328";1986888;"g8307";"gene_8328";1986888;"g8307";"VIII";"+";"1.440.945";"1.441.697";"753";"DsbA-like thioredoxin domain containing protein"
"8329";1986889;"g8308";"gene_8329";1986889;"g8308";"VIII";"-";"1.441.817";"1.442.668";"852";"DASH complex, subunit spc34"
"8330";1986890;"g8309";"gene_8330";1986890;"g8309";"VIII";"+";"1.447.109";"1.448.425";"1.317";"Putative uncharacterized protein"
"8331";1986891;"g8310";"gene_8331";1986891;"g8310";"VIII";"+";"1.449.713";"1.452.481";"2.769";"Transcription initiation factor TFIID subunit 12"
"8332";1986892;"g8311";"gene_8332";1986892;"g8311";"VIII";"+";"1.453.829";"1.455.511";"1.683";"Probable 26S proteasome regulatory subunit rpn3"
"8333";1986893;"g8312";"gene_8333";1986893;"g8312";"VIII";"+";"1.456.211";"1.456.661";"451";"Mitochondrial distribution and morphology protein 35"
"8334";1986894;"g8313";"gene_8334";1986894;"g8313";"VIII";"+";"1.457.798";"1.460.320";"2.523";"N-acetylglucosaminyl transferase component GPI1"
"8335";1986895;"g8314";"gene_8335";1986895;"g8314";"VIII";"-";"1.462.486";"1.463.491";"1.006";"ATP synthase subunit 9, mitochondrial (Lipid-binding protein)"
"8336";1986896;"g8315";"gene_8336";1986896;"g8315";"VIII";"-";"1.465.980";"1.468.898";"2.919";"Histone acetyltransferase"
"8337";1986897;"g8316";"gene_8337";1986897;"g8316";"VIII";"+";"1.469.515";"1.472.499";"2.985";"Putative uncharacterized protein"
"8338";1986898;"g8317";"gene_8338";1986898;"g8317";"VIII";"+";"1.473.463";"1.477.182";"3.720";"DNA (cytosine-5)-methyltransferase 1B (Dim-2)"
"8339";1986899;"g8318";"gene_8339";1986899;"g8318";"VIII";"+";"1.479.548";"1.481.761";"2.214";"Putative uncharacterized protein"
"8340";1986900;"g8319";"gene_8340";1986900;"g8319";"VIII";"+";"1.482.668";"1.485.332";"2.665";"Exosome complex exonuclease rrp6 (Ribosomal RNA-processing protein 6)"
"8341";1986901;"g8320";"gene_8341";1986901;"g8320";"VIII";"+";"1.485.748";"1.488.420";"2.673";"RAD50-interacting protein 1"
"8342";1986902;"g8321";"gene_8342";1986902;"g8321";"VIII";"-";"1.488.657";"1.489.562";"906";"Uncharacterized mitochondrial carrier C4G9.20c"
"8343";1986903;"g8322";"gene_8343";1986903;"g8322";"VIII";"-";"1.490.043";"1.492.927";"2.885";"Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3)"
"8344";1986904;"g8323";"gene_8344";1986904;"g8323";"VIII";"-";"1.493.532";"1.493.837";"306";"Putative uncharacterized protein"
"8345";1986905;"g8324";"gene_8345";1986905;"g8324";"VIII";"-";"1.494.757";"1.496.475";"1.719";"Putative uncharacterized protein"
"8346";1986906;"g8325";"gene_8346";1986906;"g8325";"VIII";"-";"1.501.816";"1.504.044";"2.229";"Receptor-type tyrosine-protein phosphatase O (Glomerular epithelial protein 1)"
"8347";1986907;"g8326";"gene_8347";1986907;"g8326";"VIII";"-";"1.505.972";"1.508.107";"2.136";"Mitochondrial protein"
"8348";1986908;"g8327";"gene_8348";1986908;"g8327";"VIII";"-";"1.509.003";"1.510.342";"1.340";"26S protease regulatory subunit 6B homolog"
"8349";1986909;"g8329";"gene_8349";1986909;"g8329";"VIII";"+";"1.536.043";"1.537.760";"1.718";"Serine hydroxymethyltransferase"
"8350";1986910;"g8330";"gene_8350";1986910;"g8330";"VIII";"+";"1.540.117";"1.540.740";"624";"Putative uncharacterized protein"
"8351";1986911;"g8331";"gene_8351";1986911;"g8331";"VIII";"+";"1.541.880";"1.542.575";"696";"Kinetochore protein mis14 (NMS complex subunit mis14)"
"8352";1986912;"g8332";"gene_8352";1986912;"g8332";"VIII";"-";"1.543.105";"1.544.201";"1.097";"Sec14 cytosolic factor"
"8353";1986913;"g8333";"gene_8353";1986913;"g8333";"VIII";"-";"1.545.337";"1.546.050";"714";"Prefoldin subunit"
"8354";1986914;"g8334";"gene_8354";1986914;"g8334";"VIII";"+";"1.546.516";"1.546.842";"327";"Putative uncharacterized protein"
"8355";1986915;"g8335";"gene_8355";1986915;"g8335";"VIII";"-";"1.547.551";"1.548.147";"597";"Putative uncharacterized protein"
"8356";1986916;"g8336";"gene_8356";1986916;"g8336";"VIII";"-";"1.548.806";"1.552.498";"3.693";"Frequency clock protein"
"8357";1986917;"g8337";"gene_8357";1986917;"g8337";"VIII";"-";"1.558.113";"1.560.117";"2.005";"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
"8358";1986918;"g8338";"gene_8358";1986918;"g8338";"VIII";"+";"1.560.847";"1.561.248";"402";"Putative uncharacterized protein"
"8359";1986919;"g8339";"gene_8359";1986919;"g8339";"VIII";"-";"1.561.279";"1.562.333";"1.055";"Tubulin-specific chaperone C (Tubulin-folding cofactor C)"
"8360";1986920;"g8340";"gene_8360";1986920;"g8340";"VIII";"+";"1.563.446";"1.564.933";"1.488";"DUF155 domain containing protein"
"8361";1986921;"g8341";"gene_8361";1986921;"g8341";"VIII";"+";"1.567.036";"1.568.684";"1.649";"Putative uncharacterized protein"
"8362";1986922;"g8342";"gene_8362";1986922;"g8342";"VIII";"-";"1.570.849";"1.571.412";"564";"Putative uncharacterized protein"
"8363";1986923;"g8343";"gene_8363";1986923;"g8343";"VIII";"-";"1.571.560";"1.572.087";"528";"Putative uncharacterized protein"
"8364";1986924;"g8344";"gene_8364";1986924;"g8344";"VIII";"+";"1.572.533";"1.573.786";"1.254";"Putative uncharacterized protein"
"8365";1986925;"g8345";"gene_8365";1986925;"g8345";"VIII";"-";"1.576.261";"1.577.766";"1.506";"Putative uncharacterized protein"
"8366";1986926;"g8346";"gene_8366";1986926;"g8346";"VIII";"-";"1.578.214";"1.579.741";"1.528";"Pantothenate transporter liz1"
"8367";1986927;"g8347";"gene_8367";1986927;"g8347";"VIII";"+";"1.582.367";"1.584.271";"1.905";"Putative uncharacterized protein"
"8368";1986928;"g8348";"gene_8368";1986928;"g8348";"VIII";"-";"1.589.044";"1.590.342";"1.299";"Putative agmatinase 1"
"8369";1986929;"g8349";"gene_8369";1986929;"g8349";"VIII";"+";"1.591.334";"1.592.251";"918";"Putative uncharacterized protein"
"8370";1986930;"g8350";"gene_8370";1986930;"g8350";"VIII";"+";"1.593.898";"1.595.593";"1.696";"Fatty-acid amide hydrolase"
"8371";1986931;"g8351";"gene_8371";1986931;"g8351";"VIII";"-";"1.595.719";"1.596.010";"292";"Putative uncharacterized protein"
"8372";1986932;"g8352";"gene_8372";1986932;"g8352";"VIII";"+";"1.597.254";"1.597.868";"615";"Integral membrane protein, putative "
"8373";1986933;"g8353";"gene_8373";1986933;"g8353";"VIII";"-";"1.598.201";"1.602.001";"3.801";"Putative uncharacterized protein"
"8374";1986934;"g8354";"gene_8374";1986934;"g8354";"VIII";"-";"1.603.643";"1.605.042";"1.400";"Vacuolar protease A"
"8375";1986935;"g8355";"gene_8375";1986935;"g8355";"VIII";"-";"1.607.524";"1.611.237";"3.714";"Transcriptional activator SPT7"
"8376";1986936;"g8356";"gene_8376";1986936;"g8356";"VIII";"+";"1.613.291";"1.614.035";"745";"Putative uncharacterized protein"
"8377";1986937;"g8357";"gene_8377";1986937;"g8357";"VIII";"-";"1.614.210";"1.616.159";"1.950";"Ferric reductase transmembrane component 1 (Ferric-chelate reductase 1)"
"8378";1986938;"g8358";"gene_8378";1986938;"g8358";"VIII";"+";"1.618.485";"1.619.801";"1.317";"Calcium/calmodulin-dependent protein kinase type I (CaMK-I)"
"8379";1986939;"g8359";"gene_8379";1986939;"g8359";"VIII";"+";"1.626.818";"1.628.491";"1.674";"Type 2 phosphatidic acid phosphatase"
"8380";1986940;"g8360";"gene_8380";1986940;"g8360";"VIII";"+";"1.629.771";"1.632.575";"2.805";"Uncharacterized RNA-binding protein C3H8.09c"
"8381";1986941;"g8361";"gene_8381";1986941;"g8361";"VIII";"-";"1.633.084";"1.634.088";"1.005";"Letm1-like protein"
"8382";1986942;"g8362";"gene_8382";1986942;"g8362";"VIII";"-";"1.634.770";"1.635.233";"464";"YjgF superfamily protein"
"8383";1986943;"g8362.1";"gene_8383";1986943;"g8362.1";"VIII";"-";"1.635.738";"1.636.292";"555";"Peptidyl-trna hydrolase domain protein"
"8384";1986944;"g8362.2";"gene_8384";1986944;"g8362.2";"VIII";"-";"1.636.952";"1.638.782";"1.831";"DNA-directed RNA polymerases I subunit RPA34.5"
"8385";1986945;"g8363";"gene_8385";1986945;"g8363";"VIII";"+";"1.639.469";"1.642.170";"2.702";"Polynucleotide 5'-hydroxyl-kinase GRC3"
"8386";1986946;"g8364";"gene_8386";1986946;"g8364";"VIII";"+";"1.643.447";"1.647.414";"3.968";"Probable beta-glucosidase A (Cellobiase A/Gentiobiase A)"
"8387";1986947;"g8365";"gene_8387";1986947;"g8365";"VIII";"-";"1.647.940";"1.648.503";"564";"Putative uncharacterized protein"
"8388";1986948;"g8366";"gene_8388";1986948;"g8366";"VIII";"-";"1.649.200";"1.652.275";"3.076";"SNARE-dependent exocytosis protein"
"8389";1986949;"g8367";"gene_8389";1986949;"g8367";"VIII";"-";"1.653.662";"1.657.284";"3.623";"Proline iminopeptidase"
"8390";1986950;"g8368";"gene_8390";1986950;"g8368";"VIII";"-";"1.658.778";"1.661.156";"2.379";"Phenol 2-monooxygenase (Phenol hydroxylase)"
"8391";1986951;"g8369";"gene_8391";1986951;"g8369";"VIII";"-";"1.661.697";"1.663.356";"1.660";"High-affinity nicotinic acid transporter (Nicotinic acid permease)"
"8392";1986952;"g8370";"gene_8392";1986952;"g8370";"VIII";"-";"1.665.491";"1.668.620";"3.130";"Protein argonaute (Protein slicer/RNA interference pathway protein ago1)"
"8393";1986953;"g8371";"gene_8393";1986953;"g8371";"VIII";"-";"1.671.553";"1.674.957";"3.405";"mRNA 3'-end-processing protein rna-14"
"8394";1986954;"g8372";"gene_8394";1986954;"g8372";"VIII";"+";"1.677.080";"1.678.059";"980";"Histone chaperone ASF1 (Anti-silencing function protein 1)"
"8395";1986955;"g8373";"gene_8395";1986955;"g8373";"VIII";"-";"1.678.701";"1.679.033";"333";"BolA-like protein"
"8396";1986956;"g8374";"gene_8396";1986956;"g8374";"VIII";"+";"1.679.946";"1.681.131";"1.186";"Protein NIF3 homolog"
"8397";1986957;"g8375";"gene_8397";1986957;"g8375";"VIII";"-";"1.681.287";"1.682.224";"938";"Vacuolar protein sorting-associated protein 51 homolog (Protein fat-free homolog)"
"8398";1986958;"g8376";"gene_8398";1986958;"g8376";"VIII";"+";"1.682.534";"1.683.292";"759";"RecQ-mediated genome instability protein 1"
"8399";1986959;"g8377";"gene_8399";1986959;"g8377";"VIII";"-";"1.683.383";"1.687.944";"4.562";"Superkiller protein 3"
"8400";1986960;"g8378";"gene_8400";1986960;"g8378";"VIII";"+";"1.688.365";"1.692.062";"3.698";"U3 small nucleolar RNA-associated protein 22 (U3 snoRNA-associated protein 22)"
"8401";1986961;"g8379";"gene_8401";1986961;"g8379";"VIII";"-";"1.692.234";"1.695.140";"2.907";"Heat shock protein 70 1 (HSP72)"
"8402";1986962;"g8380";"gene_8402";1986962;"g8380";"VIII";"+";"1.697.187";"1.699.547";"2.361";"Putative uncharacterized protein"
"8403";1986963;"g8381";"gene_8403";1986963;"g8381";"VIII";"-";"1.699.977";"1.702.209";"2.233";"Protein dip1"
"8404";1986964;"g8382";"gene_8404";1986964;"g8382";"VIII";"+";"1.703.700";"1.705.028";"1.329";"Glycoside hydrolase family 43 protein"
"8405";1986965;"g8383";"gene_8405";1986965;"g8383";"VIII";"+";"1.710.707";"1.712.965";"2.259";"GTPase-activating protein (Ras GTPase-activating protein)"
"8406";1986966;"g8384";"gene_8406";1986966;"g8384";"VIII";"+";"1.714.967";"1.716.985";"2.019";"Cystathionine gamma-synthase (O-succinylhomoserine (thiol)-lyase)"
"8407";1986967;"g8385";"gene_8407";1986967;"g8385";"VIII";"-";"1.717.337";"1.718.827";"1.491";"Uncharacterized RING finger protein C6B12.07c"
"8408";1986968;"g8386";"gene_8408";1986968;"g8386";"VIII";"+";"1.720.321";"1.722.168";"1.848";"DnaJ homolog subfamily C member 21"
"8409";1986969;"g8387";"gene_8409";1986969;"g8387";"VIII";"-";"1.722.492";"1.724.537";"2.046";"Major facilitator superfamily transporter"
"8410";1986970;"g8388";"gene_8410";1986970;"g8388";"VIII";"+";"1.729.698";"1.731.377";"1.680";"Low-affinity iron/zinc ion transport protein fet4"
"8411";1986971;"g8389";"gene_8411";1986971;"g8389";"VIII";"-";"1.731.737";"1.733.520";"1.784";"Pyruvate decarboxylase"
"8412";1986972;"g8390";"gene_8412";1986972;"g8390";"VIII";"-";"1.735.034";"1.735.675";"642";"FAD dependent sulfhydryl oxidase"
"8413";1986973;"g8391";"gene_8413";1986973;"g8391";"VIII";"+";"1.736.208";"1.737.146";"939";"Uroporphyrinogen-iii synthase"
"8414";1986974;"g8392";"gene_8414";1986974;"g8392";"VIII";"+";"1.737.826";"1.739.022";"1.197";"Oxidation resistance protein 1"
"8415";1986975;"g8393";"gene_8415";1986975;"g8393";"VIII";"-";"1.739.769";"1.740.283";"515";"Putative uncharacterized protein"
"8416";1986976;"g8394";"gene_8416";1986976;"g8394";"VIII";"+";"1.742.080";"1.745.137";"3.058";"Protein transport protein"
"8417";1986977;"g8395";"gene_8417";1986977;"g8395";"VIII";"+";"1.749.652";"1.750.798";"1.147";"Mitogen-activated protein kinase"
"8418";1986978;"g8396";"gene_8418";1986978;"g8396";"VIII";"-";"1.751.360";"1.754.849";"3.490";"Transcriptional regulatory protein moc3 (Multicopy suppressor of overexpressed cyr1 protein 3)"
"8419";1986979;"g8397";"gene_8419";1986979;"g8397";"VIII";"-";"1.761.004";"1.765.028";"4.025";"Nuclear import and export protein"
"8420";1986980;"g8398";"gene_8420";1986980;"g8398";"VIII";"-";"1.767.096";"1.770.317";"3.222";"Autophagy-related protein 9"
"8421";1986981;"g8399";"gene_8421";1986981;"g8399";"VIII";"+";"1.771.135";"1.773.514";"2.380";"Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6)"
"8422";1986982;"g8399.1";"gene_8422";1986982;"g8399.1";"VIII";"+";"1.774.699";"1.777.549";"2.851";"AAA family ATPase"
"8423";1986983;"g8400";"gene_8423";1986983;"g8400";"VIII";"-";"1.778.098";"1.778.697";"600";"Ribosomal protein s17"
"8424";1986984;"g8401";"gene_8424";1986984;"g8401";"VIII";"-";"1.780.050";"1.781.526";"1.477";"Ribosomal protein s17"
"8425";1986985;"g8402";"gene_8425";1986985;"g8402";"VIII";"-";"1.785.556";"1.786.943";"1.388";"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"
"8426";1986986;"g8403";"gene_8426";1986986;"g8403";"VIII";"+";"1.788.409";"1.789.524";"1.116";"Ribosomal RNA small subunit methyltransferase NEP1"
"8427";1986987;"g8404";"gene_8427";1986987;"g8404";"VIII";"+";"1.795.516";"1.797.462";"1.947";"Putative uncharacterized protein"
"8428";1986988;"g8405";"gene_8428";1986988;"g8405";"VIII";"+";"1.798.612";"1.799.922";"1.311";"tRNA acetyltransferase TAN1"
"8429";1986989;"g8406";"gene_8429";1986989;"g8406";"VIII";"+";"1.807.363";"1.809.015";"1.653";"Putative uncharacterized protein"
"8430";1986990;"g8407";"gene_8430";1986990;"g8407";"VIII";"-";"1.809.394";"1.811.532";"2.139";"Protein SGT1 homolog (Ecdysoneless homolog)"
"8431";1986991;"g8408";"gene_8431";1986991;"g8408";"VIII";"+";"1.812.031";"1.815.679";"3.649";"Structural maintenance of chromosomes protein 6 (DNA repair protein rad18)"
"8432";1986992;"g8409";"gene_8432";1986992;"g8409";"VIII";"-";"1.815.986";"1.816.891";"906";"Ubiquinone biosynthesis protein coq9, mitochondrial"
"8433";1986993;"g8410";"gene_8433";1986993;"g8410";"VIII";"+";"1.826.467";"1.827.629";"1.163";"RNP domain-containing protein"
"8434";1986994;"g8411";"gene_8434";1986994;"g8411";"VIII";"-";"1.829.188";"1.829.677";"490";"Signal recognition particle subunit srp14"
"8435";1986995;"g8412";"gene_8435";1986995;"g8412";"VIII";"+";"1.830.086";"1.832.899";"2.814";"Nuclear protein / Suppressor of glycerol defect protein"
"8436";1986996;"g8412.1";"gene_8436";1986996;"g8412.1";"VIII";"+";"1.833.943";"1.835.787";"1.845";"Dihydrolipoyl dehydrogenase, mitochondrial (Dihydrolipoamide dehydrogenase)"
"8437";1986997;"g8413";"gene_8437";1986997;"g8413";"VIII";"+";"1.841.043";"1.842.317";"1.275";"Uncharacterized mitochondrial carrier C8C9.12c"
"8438";1986998;"g8414";"gene_8438";1986998;"g8414";"VIII";"-";"1.843.291";"1.844.928";"1.638";"DnaJ homolog subfamily C member 3"
"8439";1986999;"g8415";"gene_8439";1986999;"g8415";"VIII";"+";"1.845.580";"1.846.509";"930";"Putative uncharacterized protein"
"8440";1987000;"g8416";"gene_8440";1987000;"g8416";"VIII";"-";"1.846.733";"1.849.956";"3.224";"Vacuole morphology and inheritance protein 14 (Swollen vacuole phenotype 2 protein)"
"8441";1987001;"g8417";"gene_8441";1987001;"g8417";"VIII";"-";"1.856.895";"1.858.813";"1.919";"Delta(8)-fatty-acid desaturase (Delta(8)-sphingolipid desaturase)"
"8442";1987002;"g8418";"gene_8442";1987002;"g8418";"VIII";"-";"1.859.669";"1.860.908";"1.240";"Delta-9 acyl-CoA desaturase"
"8443";1987003;"g8419";"gene_8443";1987003;"g8419";"VIII";"+";"1.861.391";"1.862.644";"1.254";"WD repeat-containing protein C18.15"
"8444";1987004;"g8420";"gene_8444";1987004;"g8420";"VIII";"-";"1.862.808";"1.863.483";"676";"N-terminal acetyltransferase C complex catalytic subunit MAK3"
"8445";1987005;"g8421";"gene_8445";1987005;"g8421";"VIII";"+";"1.864.647";"1.866.627";"1.981";"Phospholipid:diacylglycerol acyltransferase"
"8446";1987006;"g8422";"gene_8446";1987006;"g8422";"VIII";"-";"1.866.975";"1.868.584";"1.610";"Cysteine protease ATG4 (Autophagy-related protein 4)"
"8447";1987007;"g8423";"gene_8447";1987007;"g8423";"VIII";"+";"1.869.317";"1.871.840";"2.524";"Protein SQS1"
"8448";1987008;"g8424";"gene_8448";1987008;"g8424";"VIII";"-";"1.872.485";"1.873.025";"541";"Histone H2B"
"8449";1987009;"g8425";"gene_8449";1987009;"g8425";"VIII";"+";"1.875.277";"1.875.806";"530";"Histone H2A"
"8450";1987010;"g8426";"gene_8450";1987010;"g8426";"VIII";"-";"1.876.513";"1.877.158";"646";"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9"
